filename,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class_id,class_name,is_test,filename_cropped,bbox_h,bbox_w
03324.jpg,74,97,648,393,59,Chevrolet Camaro Convertible 2012,0,cropped_03324.jpg,297,575
03325.jpg,185,116,920,485,165,Mercedes-Benz S-Class Sedan 2012,0,cropped_03325.jpg,370,736
03326.jpg,32,28,730,512,167,Mitsubishi Lancer Sedan 2012,0,cropped_03326.jpg,485,699
03327.jpg,53,142,385,250,36,BMW M6 Convertible 2010,0,cropped_03327.jpg,109,333
03328.jpg,46,16,368,300,88,Dodge Sprinter Cargo Van 2009,0,cropped_03328.jpg,285,323
03329.jpg,13,55,618,435,87,Dodge Ram Pickup 3500 Quad Cab 2009,0,cropped_03329.jpg,381,606
03330.jpg,130,277,1267,859,46,Bugatti Veyron 16.4 Coupe 2009,0,cropped_03330.jpg,583,1138
03331.jpg,10,7,964,491,81,Chrysler PT Cruiser Convertible 2008,0,cropped_03331.jpg,485,955
03332.jpg,1,70,487,320,127,Honda Odyssey Minivan 2007,0,cropped_03332.jpg,251,487
03333.jpg,16,37,219,168,177,Rolls-Royce Phantom Sedan 2012,0,cropped_03333.jpg,132,204
03334.jpg,14,81,615,420,172,Plymouth Neon Coupe 1999,0,cropped_03334.jpg,340,602
03335.jpg,120,105,528,310,42,Bentley Continental GT Coupe 2012,0,cropped_03335.jpg,206,409
03336.jpg,26,116,433,275,85,Dodge Caravan Minivan 1997,0,cropped_03336.jpg,160,408
03337.jpg,3,1,497,225,186,Toyota Sequoia SUV 2012,0,cropped_03337.jpg,225,495
03338.jpg,288,198,1645,874,167,Mitsubishi Lancer Sedan 2012,0,cropped_03338.jpg,677,1358
03339.jpg,82,177,969,659,37,BMW X3 SUV 2012,0,cropped_03339.jpg,483,888
03340.jpg,43,164,997,663,96,Dodge Charger Sedan 2012,0,cropped_03340.jpg,500,955
03341.jpg,13,38,236,192,196,smart fortwo Convertible 2012,0,cropped_03341.jpg,155,224
03342.jpg,31,99,412,232,51,Cadillac CTS-V Sedan 2012,0,cropped_03342.jpg,134,382
03343.jpg,57,77,595,379,73,Chevrolet Malibu Sedan 2007,0,cropped_03343.jpg,303,539
03344.jpg,24,28,416,289,20,Audi S6 Sedan 2011,0,cropped_03344.jpg,262,393
03345.jpg,96,159,427,329,194,Volvo 240 Sedan 1993,0,cropped_03345.jpg,171,332
03346.jpg,34,88,968,640,168,Nissan Leaf Hatchback 2012,0,cropped_03346.jpg,553,935
03347.jpg,152,115,469,227,38,BMW Z4 Convertible 2012,0,cropped_03347.jpg,113,318
03348.jpg,7,30,253,167,121,GMC Acadia SUV 2012,0,cropped_03348.jpg,138,247
03349.jpg,26,104,632,392,25,Audi TT RS Coupe 2012,0,cropped_03349.jpg,289,607
03350.jpg,38,42,263,147,104,Ferrari 458 Italia Coupe 2012,0,cropped_03350.jpg,106,226
03351.jpg,104,145,1203,765,63,Chevrolet Sonic Sedan 2012,0,cropped_03351.jpg,621,1100
03352.jpg,40,81,394,227,67,Chevrolet Malibu Hybrid Sedan 2010,0,cropped_03352.jpg,147,355
03353.jpg,20,89,444,256,49,Buick Verano Sedan 2012,0,cropped_03353.jpg,168,425
03354.jpg,81,68,612,414,155,Land Rover LR2 SUV 2012,0,cropped_03354.jpg,347,532
03355.jpg,10,12,256,175,67,Chevrolet Malibu Hybrid Sedan 2010,0,cropped_03355.jpg,164,247
03356.jpg,51,197,937,563,192,Volkswagen Beetle Hatchback 2012,0,cropped_03356.jpg,367,887
03357.jpg,19,14,434,259,179,Spyker C8 Convertible 2009,0,cropped_03357.jpg,246,416
03358.jpg,8,159,466,357,181,Suzuki Aerio Sedan 2007,0,cropped_03358.jpg,199,459
03359.jpg,17,42,469,344,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_03359.jpg,303,453
03360.jpg,98,163,747,495,26,BMW ActiveHybrid 5 Sedan 2012,0,cropped_03360.jpg,333,650
03361.jpg,32,60,626,410,37,BMW X3 SUV 2012,0,cropped_03361.jpg,351,595
03362.jpg,75,5,552,353,149,Jeep Compass SUV 2012,0,cropped_03362.jpg,349,478
03363.jpg,167,267,763,623,88,Dodge Sprinter Cargo Van 2009,0,cropped_03363.jpg,357,597
03364.jpg,22,63,441,259,125,HUMMER H2 SUT Crew Cab 2009,0,cropped_03364.jpg,197,420
03365.jpg,40,91,1504,983,123,Geo Metro Convertible 1993,0,cropped_03365.jpg,893,1465
03366.jpg,70,61,720,537,186,Toyota Sequoia SUV 2012,0,cropped_03366.jpg,477,651
03367.jpg,32,125,762,503,20,Audi S6 Sedan 2011,0,cropped_03367.jpg,379,731
03368.jpg,25,42,552,326,177,Rolls-Royce Phantom Sedan 2012,0,cropped_03368.jpg,285,528
03369.jpg,154,313,963,623,157,MINI Cooper Roadster Convertible 2012,0,cropped_03369.jpg,311,810
03370.jpg,187,235,934,604,31,BMW 6 Series Convertible 2007,0,cropped_03370.jpg,370,748
03371.jpg,5,115,545,338,76,Chrysler Aspen SUV 2009,0,cropped_03371.jpg,224,541
03372.jpg,13,80,288,178,47,Buick Regal GS 2012,0,cropped_03372.jpg,99,276
03373.jpg,26,56,389,248,77,Chrysler Sebring Convertible 2010,0,cropped_03373.jpg,193,364
03374.jpg,56,99,392,239,162,Mercedes-Benz C-Class Sedan 2012,0,cropped_03374.jpg,141,337
03375.jpg,147,38,897,696,121,GMC Acadia SUV 2012,0,cropped_03375.jpg,659,751
03376.jpg,14,39,278,206,51,Cadillac CTS-V Sedan 2012,0,cropped_03376.jpg,168,265
03377.jpg,18,102,630,433,71,Chevrolet Express Van 2007,0,cropped_03377.jpg,332,613
03378.jpg,7,50,256,145,109,Ford Expedition EL SUV 2009,0,cropped_03378.jpg,96,250
03379.jpg,67,227,1005,746,8,Aston Martin V8 Vantage Convertible 2012,0,cropped_03379.jpg,520,939
03380.jpg,20,17,251,179,108,Ford Freestar Minivan 2007,0,cropped_03380.jpg,163,232
03381.jpg,78,111,589,392,155,Land Rover LR2 SUV 2012,0,cropped_03381.jpg,282,512
03382.jpg,297,346,995,584,192,Volkswagen Beetle Hatchback 2012,0,cropped_03382.jpg,239,699
03383.jpg,15,44,245,184,19,Audi TT Hatchback 2011,0,cropped_03383.jpg,141,231
03384.jpg,17,93,233,231,85,Dodge Caravan Minivan 1997,0,cropped_03384.jpg,139,217
03385.jpg,3,2,495,228,186,Toyota Sequoia SUV 2012,0,cropped_03385.jpg,227,493
03386.jpg,25,10,584,404,101,Ferrari FF Coupe 2012,0,cropped_03386.jpg,395,560
03387.jpg,29,55,233,142,92,Dodge Magnum Wagon 2008,0,cropped_03387.jpg,88,205
03388.jpg,70,85,955,681,137,Hyundai Genesis Sedan 2012,0,cropped_03388.jpg,597,886
03389.jpg,17,11,240,160,109,Ford Expedition EL SUV 2009,0,cropped_03389.jpg,150,224
03390.jpg,21,198,629,441,10,Aston Martin Virage Convertible 2012,0,cropped_03390.jpg,244,609
03391.jpg,139,76,358,216,93,Dodge Challenger SRT8 2011,0,cropped_03391.jpg,141,220
03392.jpg,35,346,1237,736,164,Mercedes-Benz E-Class Sedan 2012,0,cropped_03392.jpg,391,1203
03393.jpg,125,645,1845,1421,1,AM General Hummer SUV 2000,0,cropped_03393.jpg,777,1721
03394.jpg,20,321,1003,621,164,Mercedes-Benz E-Class Sedan 2012,0,cropped_03394.jpg,301,984
03395.jpg,279,258,1390,886,93,Dodge Challenger SRT8 2011,0,cropped_03395.jpg,629,1112
03396.jpg,53,130,471,304,165,Mercedes-Benz S-Class Sedan 2012,0,cropped_03396.jpg,175,419
03397.jpg,24,110,618,369,96,Dodge Charger Sedan 2012,0,cropped_03397.jpg,260,595
03398.jpg,102,117,524,328,103,Ferrari 458 Italia Convertible 2012,0,cropped_03398.jpg,212,423
03399.jpg,140,61,482,283,35,BMW M5 Sedan 2010,0,cropped_03399.jpg,223,343
03400.jpg,71,111,558,356,134,Hyundai Sonata Hybrid Sedan 2012,0,cropped_03400.jpg,246,488
03401.jpg,39,112,753,462,62,Chevrolet Tahoe Hybrid SUV 2012,0,cropped_03401.jpg,351,715
03402.jpg,7,48,294,179,29,BMW 3 Series Sedan 2012,0,cropped_03402.jpg,132,288
03403.jpg,82,53,438,306,137,Hyundai Genesis Sedan 2012,0,cropped_03403.jpg,254,357
03404.jpg,19,116,517,316,41,Bentley Mulsanne Sedan 2011,0,cropped_03404.jpg,201,499
03405.jpg,104,1,533,476,166,Mercedes-Benz Sprinter Van 2012,0,cropped_03405.jpg,476,430
03406.jpg,39,24,577,316,180,Spyker C8 Coupe 2009,0,cropped_03406.jpg,293,539
03407.jpg,8,28,263,142,128,Honda Accord Coupe 2012,0,cropped_03407.jpg,115,256
03408.jpg,101,149,436,285,56,Chevrolet Corvette ZR1 2012,0,cropped_03408.jpg,137,336
03409.jpg,90,408,1510,866,144,Jaguar XK XKR 2012,0,cropped_03409.jpg,459,1421
03410.jpg,127,59,449,284,138,Hyundai Sonata Sedan 2012,0,cropped_03410.jpg,226,323
03411.jpg,36,62,246,132,67,Chevrolet Malibu Hybrid Sedan 2010,0,cropped_03411.jpg,71,211
03412.jpg,37,53,982,725,20,Audi S6 Sedan 2011,0,cropped_03412.jpg,673,946
03413.jpg,123,373,1196,827,42,Bentley Continental GT Coupe 2012,0,cropped_03413.jpg,455,1074
03414.jpg,15,18,204,120,151,Lamborghini Aventador Coupe 2012,0,cropped_03414.jpg,103,190
03415.jpg,7,82,648,417,84,Dodge Caliber Wagon 2007,0,cropped_03415.jpg,336,642
03416.jpg,71,90,433,290,176,Rolls-Royce Ghost Sedan 2012,0,cropped_03416.jpg,201,363
03417.jpg,45,62,247,190,5,Acura TSX Sedan 2012,0,cropped_03417.jpg,129,203
03418.jpg,19,109,585,409,13,Audi A5 Coupe 2012,0,cropped_03418.jpg,301,567
03419.jpg,25,19,324,183,180,Spyker C8 Coupe 2009,0,cropped_03419.jpg,165,300
03420.jpg,12,5,282,161,90,Dodge Dakota Crew Cab 2010,0,cropped_03420.jpg,157,271
03421.jpg,48,72,590,378,45,Bugatti Veyron 16.4 Convertible 2009,0,cropped_03421.jpg,307,543
03422.jpg,207,177,581,343,25,Audi TT RS Coupe 2012,0,cropped_03422.jpg,167,375
03423.jpg,17,533,637,905,170,Nissan Juke Hatchback 2012,0,cropped_03423.jpg,373,621
03424.jpg,6,98,691,450,194,Volvo 240 Sedan 1993,0,cropped_03424.jpg,353,686
03425.jpg,36,93,521,319,43,Bentley Continental GT Coupe 2007,0,cropped_03425.jpg,227,486
03426.jpg,16,62,384,257,68,Chevrolet TrailBlazer SS 2009,0,cropped_03426.jpg,196,369
03427.jpg,44,89,278,201,22,Audi S5 Coupe 2012,0,cropped_03427.jpg,113,235
03428.jpg,25,79,492,369,114,Ford F-150 Regular Cab 2007,0,cropped_03428.jpg,291,468
03429.jpg,7,66,475,321,16,Audi V8 Sedan 1994,0,cropped_03429.jpg,256,469
03430.jpg,28,181,1585,961,191,Volkswagen Golf Hatchback 1991,0,cropped_03430.jpg,781,1558
03431.jpg,5,18,111,73,123,Geo Metro Convertible 1993,0,cropped_03431.jpg,56,107
03432.jpg,180,117,500,362,83,Dodge Caliber Wagon 2012,0,cropped_03432.jpg,246,321
03433.jpg,52,242,632,520,43,Bentley Continental GT Coupe 2007,0,cropped_03433.jpg,279,581
03434.jpg,14,79,410,289,128,Honda Accord Coupe 2012,0,cropped_03434.jpg,211,397
03435.jpg,4,15,87,54,18,Audi 100 Wagon 1994,0,cropped_03435.jpg,40,84
03436.jpg,20,96,564,341,43,Bentley Continental GT Coupe 2007,0,cropped_03436.jpg,246,545
03437.jpg,94,325,1531,1099,181,Suzuki Aerio Sedan 2007,0,cropped_03437.jpg,775,1438
03438.jpg,47,21,620,382,191,Volkswagen Golf Hatchback 1991,0,cropped_03438.jpg,362,574
03439.jpg,9,77,376,189,18,Audi 100 Wagon 1994,0,cropped_03439.jpg,113,368
03440.jpg,106,61,394,306,110,Ford Edge SUV 2012,0,cropped_03440.jpg,246,289
03441.jpg,63,138,539,321,126,Honda Odyssey Minivan 2012,0,cropped_03441.jpg,184,477
03442.jpg,29,101,450,265,62,Chevrolet Tahoe Hybrid SUV 2012,0,cropped_03442.jpg,165,422
03443.jpg,31,37,238,164,86,Dodge Ram Pickup 3500 Crew Cab 2010,0,cropped_03443.jpg,128,208
03444.jpg,8,6,241,142,95,Dodge Durango SUV 2007,0,cropped_03444.jpg,137,234
03445.jpg,13,113,243,191,22,Audi S5 Coupe 2012,0,cropped_03445.jpg,79,231
03446.jpg,5,29,257,183,162,Mercedes-Benz C-Class Sedan 2012,0,cropped_03446.jpg,155,253
03447.jpg,40,88,468,290,52,Cadillac SRX SUV 2012,0,cropped_03447.jpg,203,429
03448.jpg,11,45,487,246,78,Chrysler Town and Country Minivan 2012,0,cropped_03448.jpg,202,477
03449.jpg,12,60,294,185,22,Audi S5 Coupe 2012,0,cropped_03449.jpg,126,283
03450.jpg,31,114,460,325,78,Chrysler Town and Country Minivan 2012,0,cropped_03450.jpg,212,430
03451.jpg,37,31,441,318,34,BMW M3 Coupe 2012,0,cropped_03451.jpg,288,405
03452.jpg,73,447,1155,858,160,McLaren MP4-12C Coupe 2012,0,cropped_03452.jpg,412,1083
03453.jpg,27,85,613,403,82,Daewoo Nubira Wagon 2002,0,cropped_03453.jpg,319,587
03454.jpg,8,33,195,119,9,Aston Martin V8 Vantage Coupe 2012,0,cropped_03454.jpg,87,188
03455.jpg,71,124,968,569,41,Bentley Mulsanne Sedan 2011,0,cropped_03455.jpg,446,898
03456.jpg,47,87,973,589,138,Hyundai Sonata Sedan 2012,0,cropped_03456.jpg,503,927
03457.jpg,32,97,462,303,27,BMW 1 Series Convertible 2012,0,cropped_03457.jpg,207,431
03458.jpg,39,198,992,597,11,Aston Martin Virage Coupe 2012,0,cropped_03458.jpg,400,954
03459.jpg,29,98,613,298,82,Daewoo Nubira Wagon 2002,0,cropped_03459.jpg,201,585
03460.jpg,128,191,894,744,83,Dodge Caliber Wagon 2012,0,cropped_03460.jpg,554,767
03461.jpg,88,97,600,388,123,Geo Metro Convertible 1993,0,cropped_03461.jpg,292,513
03462.jpg,8,95,623,375,173,Porsche Panamera Sedan 2012,0,cropped_03462.jpg,281,616
03463.jpg,33,73,760,585,119,GMC Savana Van 2012,0,cropped_03463.jpg,513,728
03464.jpg,21,30,423,255,44,Bentley Continental Flying Spur Sedan 2007,0,cropped_03464.jpg,226,403
03465.jpg,6,63,638,391,72,Chevrolet Monte Carlo Coupe 2007,0,cropped_03465.jpg,329,633
03466.jpg,20,68,618,300,186,Toyota Sequoia SUV 2012,0,cropped_03466.jpg,233,599
03467.jpg,30,152,602,421,4,Acura TL Type-S 2008,0,cropped_03467.jpg,270,573
03468.jpg,2,142,508,429,82,Daewoo Nubira Wagon 2002,0,cropped_03468.jpg,288,507
03469.jpg,325,190,1627,997,42,Bentley Continental GT Coupe 2012,0,cropped_03469.jpg,808,1303
03470.jpg,16,91,676,400,182,Suzuki Kizashi Sedan 2012,0,cropped_03470.jpg,310,661
03471.jpg,140,368,1973,1006,173,Porsche Panamera Sedan 2012,0,cropped_03471.jpg,639,1834
03472.jpg,67,482,638,901,23,Audi S4 Sedan 2012,0,cropped_03472.jpg,420,572
03473.jpg,87,81,627,460,122,GMC Canyon Extended Cab 2012,0,cropped_03473.jpg,380,541
03474.jpg,754,210,1401,679,148,Jeep Grand Cherokee SUV 2012,0,cropped_03474.jpg,470,648
03475.jpg,197,598,958,1005,103,Ferrari 458 Italia Convertible 2012,0,cropped_03475.jpg,408,762
03476.jpg,26,48,380,244,178,Scion xD Hatchback 2012,0,cropped_03476.jpg,197,355
03477.jpg,39,42,584,421,148,Jeep Grand Cherokee SUV 2012,0,cropped_03477.jpg,380,546
03478.jpg,17,24,620,330,34,BMW M3 Coupe 2012,0,cropped_03478.jpg,307,604
03479.jpg,21,80,437,308,46,Bugatti Veyron 16.4 Coupe 2009,0,cropped_03479.jpg,229,417
03480.jpg,166,83,807,520,43,Bentley Continental GT Coupe 2007,0,cropped_03480.jpg,438,642
03481.jpg,30,65,545,506,125,HUMMER H2 SUT Crew Cab 2009,0,cropped_03481.jpg,442,516
03482.jpg,55,107,996,721,71,Chevrolet Express Van 2007,0,cropped_03482.jpg,615,942
03483.jpg,52,1,996,562,58,Chevrolet Traverse SUV 2012,0,cropped_03483.jpg,562,945
03484.jpg,16,52,388,191,67,Chevrolet Malibu Hybrid Sedan 2010,0,cropped_03484.jpg,140,373
03485.jpg,59,139,1003,644,172,Plymouth Neon Coupe 1999,0,cropped_03485.jpg,506,945
03486.jpg,51,89,741,474,35,BMW M5 Sedan 2010,0,cropped_03486.jpg,386,691
03487.jpg,127,88,1846,1237,183,Suzuki SX4 Hatchback 2012,0,cropped_03487.jpg,1150,1720
03488.jpg,37,114,612,335,111,Ford Ranger SuperCab 2011,0,cropped_03488.jpg,222,576
03489.jpg,1,329,3054,2242,149,Jeep Compass SUV 2012,0,cropped_03489.jpg,1914,3054
03490.jpg,37,124,1003,631,183,Suzuki SX4 Hatchback 2012,0,cropped_03490.jpg,508,967
03491.jpg,24,20,259,170,121,GMC Acadia SUV 2012,0,cropped_03491.jpg,151,236
03492.jpg,42,112,783,424,153,Lamborghini Diablo Coupe 2001,0,cropped_03492.jpg,313,742
03493.jpg,7,104,618,405,178,Scion xD Hatchback 2012,0,cropped_03493.jpg,302,612
03494.jpg,57,27,535,363,155,Land Rover LR2 SUV 2012,0,cropped_03494.jpg,337,479
03495.jpg,83,146,605,438,129,Honda Accord Sedan 2012,0,cropped_03495.jpg,293,523
03496.jpg,179,165,438,271,29,BMW 3 Series Sedan 2012,0,cropped_03496.jpg,107,260
03497.jpg,213,7,549,203,119,GMC Savana Van 2012,0,cropped_03497.jpg,197,337
03498.jpg,33,82,327,200,18,Audi 100 Wagon 1994,0,cropped_03498.jpg,119,295
03499.jpg,43,96,265,160,59,Chevrolet Camaro Convertible 2012,0,cropped_03499.jpg,65,223
03500.jpg,16,80,254,152,151,Lamborghini Aventador Coupe 2012,0,cropped_03500.jpg,73,239
03501.jpg,42,118,633,333,128,Honda Accord Coupe 2012,0,cropped_03501.jpg,216,592
03502.jpg,200,521,986,789,11,Aston Martin Virage Coupe 2012,0,cropped_03502.jpg,269,787
03503.jpg,40,116,552,360,21,Audi S5 Convertible 2012,0,cropped_03503.jpg,245,513
03504.jpg,15,53,355,223,141,Infiniti G Coupe IPL 2012,0,cropped_03504.jpg,171,341
03505.jpg,134,136,991,573,87,Dodge Ram Pickup 3500 Quad Cab 2009,0,cropped_03505.jpg,438,858
03506.jpg,209,90,684,460,41,Bentley Mulsanne Sedan 2011,0,cropped_03506.jpg,371,476
03507.jpg,99,49,508,336,47,Buick Regal GS 2012,0,cropped_03507.jpg,288,410
03508.jpg,18,162,1017,612,171,Nissan 240SX Coupe 1998,0,cropped_03508.jpg,451,1000
03509.jpg,18,38,200,128,125,HUMMER H2 SUT Crew Cab 2009,0,cropped_03509.jpg,91,183
03510.jpg,67,29,253,181,188,Toyota Corolla Sedan 2012,0,cropped_03510.jpg,153,187
03511.jpg,9,36,293,180,5,Acura TSX Sedan 2012,0,cropped_03511.jpg,145,285
03512.jpg,147,215,1468,786,4,Acura TL Type-S 2008,0,cropped_03512.jpg,572,1322
03513.jpg,101,131,674,385,16,Audi V8 Sedan 1994,0,cropped_03513.jpg,255,574
03514.jpg,12,52,256,186,80,Chrysler Crossfire Convertible 2008,0,cropped_03514.jpg,135,245
03515.jpg,5,95,1022,633,144,Jaguar XK XKR 2012,0,cropped_03515.jpg,539,1018
03516.jpg,91,143,582,410,75,Chevrolet Silverado 1500 Regular Cab 2012,0,cropped_03516.jpg,268,492
03517.jpg,62,23,447,306,165,Mercedes-Benz S-Class Sedan 2012,0,cropped_03517.jpg,284,386
03518.jpg,266,235,773,708,183,Suzuki SX4 Hatchback 2012,0,cropped_03518.jpg,474,508
03519.jpg,32,187,948,686,113,Ford F-150 Regular Cab 2012,0,cropped_03519.jpg,500,917
03520.jpg,88,75,587,394,89,Dodge Journey SUV 2012,0,cropped_03520.jpg,320,500
03521.jpg,6,1,613,447,166,Mercedes-Benz Sprinter Van 2012,0,cropped_03521.jpg,447,608
03522.jpg,135,1,1982,1165,97,Dodge Charger SRT-8 2009,0,cropped_03522.jpg,1165,1848
03523.jpg,43,15,248,154,8,Aston Martin V8 Vantage Convertible 2012,0,cropped_03523.jpg,140,206
03524.jpg,44,243,1259,711,112,Ford GT Coupe 2006,0,cropped_03524.jpg,469,1216
03525.jpg,42,51,208,146,27,BMW 1 Series Convertible 2012,0,cropped_03525.jpg,96,167
03526.jpg,26,90,542,298,74,Chevrolet Silverado 1500 Extended Cab 2012,0,cropped_03526.jpg,209,517
03527.jpg,1,22,640,230,179,Spyker C8 Convertible 2009,0,cropped_03527.jpg,209,640
03528.jpg,1,33,240,166,146,Jeep Wrangler SUV 2012,0,cropped_03528.jpg,134,240
03529.jpg,74,81,476,431,85,Dodge Caravan Minivan 1997,0,cropped_03529.jpg,351,403
03530.jpg,203,112,955,644,155,Land Rover LR2 SUV 2012,0,cropped_03530.jpg,533,753
03531.jpg,135,247,541,447,187,Toyota Camry Sedan 2012,0,cropped_03531.jpg,201,407
03532.jpg,220,41,653,284,174,Ram C/V Cargo Van Minivan 2012,0,cropped_03532.jpg,244,434
03533.jpg,6,19,231,144,17,Audi 100 Sedan 1994,0,cropped_03533.jpg,126,226
03534.jpg,63,1,594,316,32,BMW X5 SUV 2007,0,cropped_03534.jpg,316,532
03535.jpg,46,28,217,141,162,Mercedes-Benz C-Class Sedan 2012,0,cropped_03535.jpg,114,172
03536.jpg,17,71,384,250,92,Dodge Magnum Wagon 2008,0,cropped_03536.jpg,180,368
03537.jpg,45,68,426,253,2,Acura RL Sedan 2012,0,cropped_03537.jpg,186,382
03538.jpg,4,98,496,322,36,BMW M6 Convertible 2010,0,cropped_03538.jpg,225,493
03539.jpg,48,50,404,177,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_03539.jpg,128,357
03540.jpg,26,102,618,382,173,Porsche Panamera Sedan 2012,0,cropped_03540.jpg,281,593
03541.jpg,55,59,431,220,56,Chevrolet Corvette ZR1 2012,0,cropped_03541.jpg,162,377
03542.jpg,135,146,827,491,140,Hyundai Azera Sedan 2012,0,cropped_03542.jpg,346,693
03543.jpg,29,248,760,522,20,Audi S6 Sedan 2011,0,cropped_03543.jpg,275,732
03544.jpg,13,111,480,268,56,Chevrolet Corvette ZR1 2012,0,cropped_03544.jpg,158,468
03545.jpg,68,30,336,253,35,BMW M5 Sedan 2010,0,cropped_03545.jpg,224,269
03546.jpg,103,167,695,467,154,Land Rover Range Rover SUV 2012,0,cropped_03546.jpg,301,593
03547.jpg,118,131,575,336,14,Audi TTS Coupe 2012,0,cropped_03547.jpg,206,458
03548.jpg,200,96,899,654,167,Mitsubishi Lancer Sedan 2012,0,cropped_03548.jpg,559,700
03549.jpg,181,147,741,425,102,Ferrari California Convertible 2012,0,cropped_03549.jpg,279,561
03550.jpg,51,156,601,363,87,Dodge Ram Pickup 3500 Quad Cab 2009,0,cropped_03550.jpg,208,551
03551.jpg,59,129,594,453,87,Dodge Ram Pickup 3500 Quad Cab 2009,0,cropped_03551.jpg,325,536
03552.jpg,10,37,312,202,109,Ford Expedition EL SUV 2009,0,cropped_03552.jpg,166,303
03553.jpg,5,150,796,444,50,Buick Enclave SUV 2012,0,cropped_03553.jpg,295,792
03554.jpg,22,84,252,168,119,GMC Savana Van 2012,0,cropped_03554.jpg,85,231
03555.jpg,36,51,817,531,193,Volvo C30 Hatchback 2012,0,cropped_03555.jpg,481,782
03556.jpg,23,23,620,450,110,Ford Edge SUV 2012,0,cropped_03556.jpg,428,598
03557.jpg,39,50,566,413,85,Dodge Caravan Minivan 1997,0,cropped_03557.jpg,364,528
03558.jpg,57,155,589,426,37,BMW X3 SUV 2012,0,cropped_03558.jpg,272,533
03559.jpg,90,141,476,274,56,Chevrolet Corvette ZR1 2012,0,cropped_03559.jpg,134,387
03560.jpg,458,408,1374,1012,42,Bentley Continental GT Coupe 2012,0,cropped_03560.jpg,605,917
03561.jpg,69,60,600,359,11,Aston Martin Virage Coupe 2012,0,cropped_03561.jpg,300,532
03562.jpg,8,67,620,268,101,Ferrari FF Coupe 2012,0,cropped_03562.jpg,202,613
03563.jpg,19,39,275,161,105,Fisker Karma Sedan 2012,0,cropped_03563.jpg,123,257
03564.jpg,56,152,698,427,179,Spyker C8 Convertible 2009,0,cropped_03564.jpg,276,643
03565.jpg,16,52,380,280,84,Dodge Caliber Wagon 2007,0,cropped_03565.jpg,229,365
03566.jpg,5,113,466,360,107,Ford Mustang Convertible 2007,0,cropped_03566.jpg,248,462
03567.jpg,35,180,855,793,154,Land Rover Range Rover SUV 2012,0,cropped_03567.jpg,614,821
03568.jpg,38,163,593,342,29,BMW 3 Series Sedan 2012,0,cropped_03568.jpg,180,556
03569.jpg,23,75,283,173,136,Hyundai Accent Sedan 2012,0,cropped_03569.jpg,99,261
03570.jpg,20,100,482,310,33,BMW X6 SUV 2012,0,cropped_03570.jpg,211,463
03571.jpg,123,86,576,408,155,Land Rover LR2 SUV 2012,0,cropped_03571.jpg,323,454
03572.jpg,24,45,426,256,102,Ferrari California Convertible 2012,0,cropped_03572.jpg,212,403
03573.jpg,8,40,467,319,110,Ford Edge SUV 2012,0,cropped_03573.jpg,280,460
03574.jpg,48,5,722,497,166,Mercedes-Benz Sprinter Van 2012,0,cropped_03574.jpg,493,675
03575.jpg,57,3,615,461,8,Aston Martin V8 Vantage Convertible 2012,0,cropped_03575.jpg,459,559
03576.jpg,22,138,515,284,101,Ferrari FF Coupe 2012,0,cropped_03576.jpg,147,494
03577.jpg,33,50,425,303,90,Dodge Dakota Crew Cab 2010,0,cropped_03577.jpg,254,393
03578.jpg,122,30,491,401,49,Buick Verano Sedan 2012,0,cropped_03578.jpg,372,370
03579.jpg,80,265,1180,782,191,Volkswagen Golf Hatchback 1991,0,cropped_03579.jpg,518,1101
03580.jpg,1,31,636,433,145,Jeep Patriot SUV 2012,0,cropped_03580.jpg,403,636
03581.jpg,45,83,590,452,65,Chevrolet Avalanche Crew Cab 2012,0,cropped_03581.jpg,370,546
03582.jpg,245,235,560,414,168,Nissan Leaf Hatchback 2012,0,cropped_03582.jpg,180,316
03583.jpg,59,164,716,419,140,Hyundai Azera Sedan 2012,0,cropped_03583.jpg,256,658
03584.jpg,276,420,1291,932,112,Ford GT Coupe 2006,0,cropped_03584.jpg,513,1016
03585.jpg,69,258,768,583,188,Toyota Corolla Sedan 2012,0,cropped_03585.jpg,326,700
03586.jpg,142,351,1438,975,145,Jeep Patriot SUV 2012,0,cropped_03586.jpg,625,1297
03587.jpg,45,26,393,263,143,Isuzu Ascender SUV 2008,0,cropped_03587.jpg,238,349
03588.jpg,34,5,288,195,195,Volvo XC90 SUV 2007,0,cropped_03588.jpg,191,255
03589.jpg,57,70,578,328,8,Aston Martin V8 Vantage Convertible 2012,0,cropped_03589.jpg,259,522
03590.jpg,2,35,262,142,14,Audi TTS Coupe 2012,0,cropped_03590.jpg,108,261
03591.jpg,52,340,453,700,144,Jaguar XK XKR 2012,0,cropped_03591.jpg,361,402
03592.jpg,197,55,520,217,96,Dodge Charger Sedan 2012,0,cropped_03592.jpg,163,324
03593.jpg,55,308,949,675,192,Volkswagen Beetle Hatchback 2012,0,cropped_03593.jpg,368,895
03594.jpg,126,3,1178,813,180,Spyker C8 Coupe 2009,0,cropped_03594.jpg,811,1053
03595.jpg,16,207,556,420,22,Audi S5 Coupe 2012,0,cropped_03595.jpg,214,541
03596.jpg,247,178,1258,871,191,Volkswagen Golf Hatchback 1991,0,cropped_03596.jpg,694,1012
